"","mother","sample","origin","code","n_tot","n_delly","n_gatk","nr_n","nr_het","nr_homo","nr_uni","nr_uniHet","nr_uniHomo","motherDL","sampleDL","lfm_n","lfm_het","lfm_homo","lfm_hetProp","cp_logic","father","likelySelf","originMod","coverage","cp_status"
"2663","FIL30_707","FIL30_707_M2","FIL30.707.M2","FIL30_707|FIL30_707_M2|FIL30.707.M2",85,25,60,77,7,70,68,62,6,FALSE,FALSE,56,49,7,0.875,FALSE,"FIL30_707",TRUE,"FIL30_707_M2",57.1752426402571,"Self"
"511","FIL30_708","FIL30_708_M2","FIL30.708.M2","FIL30_708|FIL30_708_M2|FIL30.708.M2",102,29,73,92,26,66,82,59,23,FALSE,FALSE,69,46,23,0.666666666666667,FALSE,"FIL30_708",TRUE,"FIL30_708_M2",63.7368300935113,"Self"
"1614","FIL30_709","FIL30_709_M2","FIL30.709.M2","FIL30_709|FIL30_709_M2|FIL30.709.M2",160,41,119,146,NA,146,132,132,NA,FALSE,FALSE,116,116,NA,1,TRUE,NA,FALSE,"FIL30_709_M2",48.521275840119,"Cross"
"87","FIL30_71","FIL30_71_M2","FIL30_71_M2-2","FIL30_71|FIL30_71_M2|FIL30_71_M2-2",121,30,91,104,22,82,87,68,19,FALSE,FALSE,82,63,19,0.768292682926829,FALSE,"FIL30_71",TRUE,"FIL30_71_M2_2",32.777976839075,"Self"
"556","FIL30_710","FIL30_710_M2","FIL30.710.M2","FIL30_710|FIL30_710_M2|FIL30.710.M2",111,22,89,96,28,68,82,58,24,FALSE,FALSE,79,54,25,0.683544303797468,FALSE,"FIL30_710",TRUE,"FIL30_710_M2",64.5511617709101,"Self"
"711","FIL30_711","FIL30_711_M2","FIL30.711.M2","FIL30_711|FIL30_711_M2|FIL30.711.M2",111,36,75,100,49,51,87,38,49,FALSE,FALSE,72,31,41,0.430555555555556,FALSE,"FIL30_711",TRUE,"FIL30_711_M2",48.5561447765975,"Self"
"1016","FIL30_712","FIL30_712_M2","FIL30.712.M2","FIL30_712|FIL30_712_M2|FIL30.712.M2",106,30,76,95,23,72,79,59,20,FALSE,FALSE,72,52,20,0.722222222222222,FALSE,"FIL30_712",TRUE,"FIL30_712_M2",57.8846224959427,"Self"
"82","FIL30_713","FIL30_713_M2","FIL30.713.M2","FIL30_713|FIL30_713_M2|FIL30.713.M2",128,32,96,113,34,79,99,66,33,FALSE,FALSE,88,59,29,0.670454545454545,FALSE,"FIL30_713",TRUE,"FIL30_713_M2",48.5389875209743,"Self"
"380","FIL30_714","FIL30_714_M2","FIL30.714.M2","FIL30_714|FIL30_714_M2|FIL30.714.M2",119,26,93,103,20,83,90,70,20,FALSE,FALSE,86,66,20,0.767441860465116,FALSE,"FIL30_714",TRUE,"FIL30_714_M2",61.1185972537812,"Self"
"204","FIL30_715","FIL30_715_M2","FIL30.715.M2","FIL30_715|FIL30_715_M2|FIL30.715.M2",99,23,76,92,4,88,82,78,4,FALSE,FALSE,71,67,4,0.943661971830986,FALSE,NA,FALSE,"FIL30_715_M2",55.1003827317947,"Ambiguous"
"142","FIL30_717","FIL30_717_M2","FIL30.717.M2","FIL30_717|FIL30_717_M2|FIL30.717.M2",148,32,116,135,1,134,105,105,NA,TRUE,FALSE,110,110,NA,1,TRUE,NA,FALSE,"FIL30_717_M2",52.9593707794534,"Cross"
"5579","FIL30_717","FIL30_717_M2b","FIL30.717.M2b","FIL30_717|FIL30_717_M2b|FIL30.717.M2b",125,46,79,110,2,108,96,94,2,TRUE,FALSE,74,72,2,0.972972972972973,FALSE,NA,FALSE,"FIL30_717_M2b",NA,"Ambiguous"
"358","FIL30_718","FIL30_718_M2","FIL30.718.M2","FIL30_718|FIL30_718_M2|FIL30.718.M2",100,26,74,89,30,59,74,50,24,FALSE,FALSE,72,47,25,0.652777777777778,FALSE,"FIL30_718",TRUE,"FIL30_718_M2",69.5791522890713,"Self"
"2155","FIL30_719","FIL30_719_M2","FIL30.719.M2","FIL30_719|FIL30_719_M2|FIL30.719.M2",134,42,92,116,48,68,100,56,44,FALSE,FALSE,88,43,45,0.488636363636364,FALSE,"FIL30_719",TRUE,"FIL30_719_M2",41.7868134022113,"Self"
"302","FIL30_72","FIL30_72_M2","FIL30_72_M2-2","FIL30_72|FIL30_72_M2|FIL30_72_M2-2",88,28,60,80,18,62,31,24,7,FALSE,FALSE,56,42,14,0.75,FALSE,"FIL30_72",TRUE,"FIL30_72_M2_2",46.4959551304026,"Self"
"1192","FIL30_723","FIL30_723_M2","FIL30.723.M2","FIL30_723|FIL30_723_M2|FIL30.723.M2",107,25,82,91,40,51,76,40,36,FALSE,FALSE,72,35,37,0.486111111111111,FALSE,"FIL30_723",TRUE,"FIL30_723_M2",62.2268578858031,"Self"
"1286","FIL30_724","FIL30_724_M2","FIL30.724.M2","FIL30_724|FIL30_724_M2|FIL30.724.M2",125,27,98,109,19,90,96,78,18,FALSE,FALSE,94,75,19,0.797872340425532,FALSE,"FIL30_724",TRUE,"FIL30_724_M2",47.136553445276,"Self"
"182","FIL30_725","FIL30_725_M2","FIL30.725.M2","FIL30_725|FIL30_725_M2|FIL30.725.M2",100,22,78,94,39,55,84,48,36,FALSE,FALSE,77,42,35,0.545454545454545,FALSE,"FIL30_725",TRUE,"FIL30_725_M2",45.1517762934377,"Self"
"3","FIL30_726","FIL30_726_M2","FIL30.726.M2","FIL30_726|FIL30_726_M2|FIL30.726.M2",94,27,67,75,22,53,57,36,21,FALSE,FALSE,59,37,22,0.627118644067797,FALSE,"FIL30_726",TRUE,"FIL30_726_M2",52.9713064721144,"Self"
"610","FIL30_727","FIL30_727_M2","FIL30.727.M2","FIL30_727|FIL30_727_M2|FIL30.727.M2",154,60,94,116,32,84,92,60,32,FALSE,FALSE,87,57,30,0.655172413793103,FALSE,"FIL30_727",TRUE,"FIL30_727_M2",47.7103151770896,"Self"
"1250","FIL30_728","FIL30_728_M2","FIL30.728.M2","FIL30_728|FIL30_728_M2|FIL30.728.M2",112,21,91,101,49,52,89,41,48,FALSE,FALSE,86,42,44,0.488372093023256,FALSE,"FIL30_728",TRUE,"FIL30_728_M2",47.6662663295627,"Self"
"147","FIL30_729","FIL30_729_M2","FIL30.729.M2","FIL30_729|FIL30_729_M2|FIL30.729.M2",107,35,72,97,40,57,57,34,23,FALSE,FALSE,68,40,28,0.588235294117647,FALSE,"FIL30_729",TRUE,"FIL30_729_M2",44.8153011588223,"Self"
"1072","FIL30_73","FIL30_73_M2","FIL30_73_M2-2","FIL30_73|FIL30_73_M2|FIL30_73_M2-2",86,21,65,81,NA,81,47,47,NA,FALSE,FALSE,65,65,NA,1,TRUE,NA,FALSE,"FIL30_73_M2_2",42.388744343456,"Cross"
"30","FIL30_730","FIL30_730_M2","FIL30.730.M2","FIL30_730|FIL30_730_M2|FIL30.730.M2",147,38,109,139,1,138,81,80,1,FALSE,FALSE,106,105,1,0.990566037735849,FALSE,NA,FALSE,"FIL30_730_M2",71.218338011322,"Ambiguous"
"1913","FIL30_732","FIL30_732_M2","FIL30.732.M2","FIL30_732|FIL30_732_M2|FIL30.732.M2",90,18,72,81,29,52,69,45,24,FALSE,FALSE,67,41,26,0.611940298507463,FALSE,"FIL30_732",TRUE,"FIL30_732_M2",54.8723158190408,"Self"
"8","FIL30_733","FIL30_733_M2","FIL30.733.M2","FIL30_733|FIL30_733_M2|FIL30.733.M2",93,24,69,85,34,51,26,22,4,FALSE,FALSE,67,35,32,0.522388059701492,FALSE,"FIL30_733",TRUE,"FIL30_733_M2",56.4640895131917,"Self"
"774","FIL30_736","FIL30_736_M2","FIL30.736.M2","FIL30_736|FIL30_736_M2|FIL30.736.M2",142,48,94,114,26,88,97,74,23,FALSE,FALSE,79,55,24,0.69620253164557,FALSE,"FIL30_736",TRUE,"FIL30_736_M2",51.2401511557922,"Self"
"1043","FIL30_737","FIL30_737_M2","FIL30.737.M2","FIL30_737|FIL30_737_M2|FIL30.737.M2",96,21,75,85,17,68,71,54,17,FALSE,FALSE,72,55,17,0.763888888888889,FALSE,"FIL30_737",TRUE,"FIL30_737_M2",53.9935233499276,"Self"
"277","FIL30_738","FIL30_738_M2","FIL30.738.M2","FIL30_738|FIL30_738_M2|FIL30.738.M2",100,19,81,92,37,55,82,50,32,FALSE,FALSE,75,45,30,0.6,FALSE,"FIL30_738",TRUE,"FIL30_738_M2",51.9592033570272,"Self"
"1118","FIL30_740","FIL30_740_M2","FIL30.740.M2","FIL30_740|FIL30_740_M2|FIL30.740.M2",98,26,72,84,28,56,72,45,27,FALSE,FALSE,64,37,27,0.578125,FALSE,"FIL30_740",TRUE,"FIL30_740_M2",45.7226248957978,"Self"
"632","FIL30_741","FIL30_741_M2","FIL30.741.M2","FIL30_741|FIL30_741_M2|FIL30.741.M2",91,27,64,84,49,35,74,28,46,FALSE,FALSE,62,22,40,0.354838709677419,FALSE,"FIL30_741",TRUE,"FIL30_741_M2",63.6040019768028,"Self"
"1217","FIL30_742","FIL30_742_M2","FIL30.742.M2","FIL30_742|FIL30_742_M2|FIL30.742.M2",112,41,71,89,48,41,69,30,39,FALSE,FALSE,60,26,34,0.433333333333333,FALSE,"FIL30_742",TRUE,"FIL30_742_M2",41.209568479569,"Self"
"3035","FIL30_745","FIL30_745_M2","FIL30.745.M2","FIL30_745|FIL30_745_M2|FIL30.745.M2",77,12,65,71,14,57,39,35,4,FALSE,FALSE,62,49,13,0.790322580645161,FALSE,"FIL30_745",TRUE,"FIL30_745_M2",NA,"Self"
"807","FIL30_746","FIL30_746_M2","FIL30.746.M2","FIL30_746|FIL30_746_M2|FIL30.746.M2",76,16,60,64,24,40,56,33,23,FALSE,FALSE,54,30,24,0.555555555555556,FALSE,"FIL30_746",TRUE,"FIL30_746_M2",41.6262117392933,"Self"
"1267","FIL30_748","FIL30_748_M2","FIL30.748.M2","FIL30_748|FIL30_748_M2|FIL30.748.M2",126,32,94,114,39,75,102,65,37,FALSE,FALSE,91,54,37,0.593406593406593,FALSE,"FIL30_748",TRUE,"FIL30_748_M2",49.0978955662312,"Self"
"623","FIL30_749","FIL30_749_M2","FIL30.749.M2","FIL30_749|FIL30_749_M2|FIL30.749.M2",112,29,83,96,9,87,29,28,1,FALSE,FALSE,78,69,9,0.884615384615385,FALSE,"FIL30_749",TRUE,"FIL30_749_M2",43.0330329324727,"Self"
"460","FIL30_75","FIL30_75_M2","FIL30_75_M2-2","FIL30_75|FIL30_75_M2|FIL30_75_M2-2",97,7,90,93,27,66,80,59,21,FALSE,FALSE,87,61,26,0.701149425287356,FALSE,"FIL30_75",TRUE,"FIL30_75_M2_2",42.3471644819162,"Self"
"624","FIL30_750","FIL30_750_M2","FIL30.750.M2","FIL30_750|FIL30_750_M2|FIL30.750.M2",106,26,80,86,51,35,20,9,11,FALSE,FALSE,70,29,41,0.414285714285714,FALSE,"FIL30_750",TRUE,"FIL30_750_M2",43.1414352440374,"Self"
"1086","FIL30_751","FIL30_751_M2","FIL30.751.M2","FIL30_751|FIL30_751_M2|FIL30.751.M2",92,20,72,85,22,63,70,51,19,FALSE,FALSE,70,51,19,0.728571428571429,FALSE,"FIL30_751",TRUE,"FIL30_751_M2",39.2491189719159,"Self"
"122","FIL30_752","FIL30_752_M2","FIL30.752.M2","FIL30_752|FIL30_752_M2|FIL30.752.M2",107,17,90,95,30,65,83,54,29,FALSE,FALSE,81,51,30,0.62962962962963,FALSE,"FIL30_752",TRUE,"FIL30_752_M2",52.7944770675009,"Self"
"898","FIL30_754","FIL30_754_M2","FIL30.754.M2","FIL30_754|FIL30_754_M2|FIL30.754.M2",109,23,86,104,22,82,97,75,22,FALSE,FALSE,84,64,20,0.761904761904762,FALSE,"FIL30_754",TRUE,"FIL30_754_M2",39.1294298866154,"Self"
"135","FIL30_755","FIL30_755_M2","FIL30.755.M2","FIL30_755|FIL30_755_M2|FIL30.755.M2",123,23,100,101,51,50,85,41,44,FALSE,FALSE,87,42,45,0.482758620689655,FALSE,"FIL30_755",TRUE,"FIL30_755_M2",49.6599271512361,"Self"
"279","FIL30_756","FIL30_756_M2","FIL30.756.M2","FIL30_756|FIL30_756_M2|FIL30.756.M2",116,22,94,110,NA,110,75,75,NA,FALSE,FALSE,92,92,NA,1,TRUE,NA,FALSE,"FIL30_756_M2",62.2897105916755,"Cross"
"1310","FIL30_757","FIL30_757_M2","FIL30.757.M2","FIL30_757|FIL30_757_M2|FIL30.757.M2",83,21,62,73,38,35,60,28,32,FALSE,FALSE,58,26,32,0.448275862068966,FALSE,"FIL30_757",TRUE,"FIL30_757_M2",NA,"Self"
"1524","FIL30_758","FIL30_758_M2","FIL30.758.M2","FIL30_758|FIL30_758_M2|FIL30.758.M2",100,13,87,89,26,63,78,56,22,FALSE,FALSE,81,56,25,0.691358024691358,FALSE,"FIL30_758",TRUE,"FIL30_758_M2",44.0460925823328,"Self"
"1947","FIL30_759","FIL30_759_M2","FIL30.759.M2","FIL30_759|FIL30_759_M2|FIL30.759.M2",93,24,69,85,15,70,74,60,14,FALSE,FALSE,68,53,15,0.779411764705882,FALSE,"FIL30_759",TRUE,"FIL30_759_M2",46.3989357337719,"Self"
"1350","FIL30_76","FIL30_76_M2","FIL30_76_M2-2","FIL30_76|FIL30_76_M2|FIL30_76_M2-2",95,15,80,85,NA,85,73,73,NA,FALSE,FALSE,74,74,NA,1,TRUE,NA,FALSE,"FIL30_76_M2_2",43.1149341841161,"Cross"
"102","FIL30_760","FIL30_760_M2","FIL30.760.M2","FIL30_760|FIL30_760_M2|FIL30.760.M2",147,44,103,116,39,77,89,55,34,FALSE,FALSE,90,51,39,0.566666666666667,FALSE,"FIL30_760",TRUE,"FIL30_760_M2",52.2271449447627,"Self"
"430","FIL30_761","FIL30_761_M2","FIL30.761.M2","FIL30_761|FIL30_761_M2|FIL30.761.M2",127,24,103,109,NA,109,82,82,NA,FALSE,FALSE,93,93,NA,1,TRUE,NA,FALSE,"FIL30_761_M2",NA,"Cross"
"542","FIL30_762","FIL30_762_M2","FIL30.762.M2","FIL30_762|FIL30_762_M2|FIL30.762.M2",109,15,94,96,29,67,80,57,23,FALSE,FALSE,84,59,25,0.702380952380952,FALSE,"FIL30_762",TRUE,"FIL30_762_M2",49.9637317362927,"Self"
"574","FIL30_764","FIL30_764_M2","FIL30.764.M2","FIL30_764|FIL30_764_M2|FIL30.764.M2",155,50,105,139,41,98,123,84,39,FALSE,FALSE,100,68,32,0.68,FALSE,"FIL30_764",TRUE,"FIL30_764_M2",53.0507945850387,"Self"
"37","FIL30_765","FIL30_765_M2","FIL30.765.M2","FIL30_765|FIL30_765_M2|FIL30.765.M2",160,32,128,149,1,148,136,135,1,FALSE,FALSE,122,121,1,0.991803278688525,FALSE,NA,FALSE,"FIL30_765_M2",NA,"Ambiguous"
"1674","FIL30_766","FIL30_766_M2","FIL30.766.M2","FIL30_766|FIL30_766_M2|FIL30.766.M2",76,15,61,66,32,34,12,9,3,FALSE,FALSE,55,25,30,0.454545454545455,FALSE,"FIL30_766",TRUE,"FIL30_766_M2",60.2767020476891,"Self"
"143","FIL30_767","FIL30_767_M2","FIL30.767.M2","FIL30_767|FIL30_767_M2|FIL30.767.M2",98,13,85,86,25,61,76,54,22,FALSE,FALSE,77,53,24,0.688311688311688,FALSE,"FIL30_767",TRUE,"FIL30_767_M2",46.3153454151181,"Self"
"1484","FIL30_769","FIL30_769_M2","FIL30.769.M2","FIL30_769|FIL30_769_M2|FIL30.769.M2",102,37,65,86,19,67,73,54,19,FALSE,FALSE,63,47,16,0.746031746031746,FALSE,"FIL30_769",TRUE,"FIL30_769_M2",74.8242069243437,"Self"
"426","FIL30_77","FIL30_77_M2","FIL30_77_M2-2","FIL30_77|FIL30_77_M2|FIL30_77_M2-2",88,8,80,86,35,51,82,49,33,FALSE,FALSE,78,45,33,0.576923076923077,FALSE,"FIL30_77",TRUE,"FIL30_77_M2_2",46.2977318644158,"Self"
"521","FIL30_771","FIL30_771_M2","FIL30.771.M2","FIL30_771|FIL30_771_M2|FIL30.771.M2",83,24,59,75,21,54,65,45,20,FALSE,FALSE,57,38,19,0.666666666666667,FALSE,"FIL30_771",TRUE,"FIL30_771_M2",51.8996292598518,"Self"
"2846","FIL30_772","FIL30_772_M2","FIL30.772.M2","FIL30_772|FIL30_772_M2|FIL30.772.M2",56,6,50,50,27,23,45,18,27,FALSE,FALSE,45,19,26,0.422222222222222,FALSE,"FIL30_772",TRUE,"FIL30_772_M2",52.6102040238694,"Self"
"138","FIL30_773","FIL30_773_M2","FIL30.773.M2","FIL30_773|FIL30_773_M2|FIL30.773.M2",56,13,43,52,16,36,47,32,15,FALSE,FALSE,42,26,16,0.619047619047619,FALSE,"FIL30_773",TRUE,"FIL30_773_M2",75.018662809818,"Self"
"1412","FIL30_774","FIL30_774_M2","FIL30.774.M2","FIL30_774|FIL30_774_M2|FIL30.774.M2",123,34,89,104,1,103,88,88,NA,TRUE,FALSE,85,85,NA,1,TRUE,NA,FALSE,"FIL30_774_M2",47.935138265283,"Cross"
"1377","FIL30_774","FIL30_774_M2b","FIL30.774.M2b","FIL30_774|FIL30_774_M2b|FIL30.774.M2b",72,19,53,66,28,38,53,30,23,TRUE,FALSE,52,29,23,0.557692307692308,FALSE,"FIL30_774",TRUE,"FIL30_774_M2b",NA,"Self"
"1427","FIL30_775","FIL30_775_M2","FIL30.775.M2","FIL30_775|FIL30_775_M2|FIL30.775.M2",117,41,76,99,25,74,82,60,22,FALSE,FALSE,73,51,22,0.698630136986301,FALSE,"FIL30_775",TRUE,"FIL30_775_M2",30.5990691243699,"Self"
"2674","FIL30_776","FIL30_776_M2","FIL30.776.M2","FIL30_776|FIL30_776_M2|FIL30.776.M2",89,20,69,77,37,40,68,33,35,FALSE,FALSE,63,28,35,0.444444444444444,FALSE,"FIL30_776",TRUE,"FIL30_776_M2",NA,"Self"
"393","FIL30_777","FIL30_777_M2","FIL30.777.M2","FIL30_777|FIL30_777_M2|FIL30.777.M2",87,22,65,82,33,49,76,44,32,FALSE,FALSE,65,36,29,0.553846153846154,FALSE,"FIL30_777",TRUE,"FIL30_777_M2",40.648180714492,"Self"
"1632","FIL30_779","FIL30_779_M2","FIL30.779.M2","FIL30_779|FIL30_779_M2|FIL30.779.M2",120,22,98,109,1,108,71,71,NA,FALSE,FALSE,93,93,NA,1,TRUE,NA,FALSE,"FIL30_779_M2",54.8306083235944,"Cross"
"600","FIL30_78","FIL30_78_M2","FIL30_78_M2-2","FIL30_78|FIL30_78_M2|FIL30_78_M2-2",117,37,80,100,27,73,85,61,24,FALSE,FALSE,76,52,24,0.684210526315789,FALSE,"FIL30_78",TRUE,"FIL30_78_M2_2",43.2565108975715,"Self"
"206","FIL30_784","FIL30_784_M2","FIL30.784.M2","FIL30_784|FIL30_784_M2|FIL30.784.M2",77,18,59,70,26,44,62,36,26,FALSE,FALSE,59,33,26,0.559322033898305,FALSE,"FIL30_784",TRUE,"FIL30_784_M2",47.4963225787845,"Self"
"716","FIL30_788","FIL30_788_M2","FIL30.788.M2","FIL30_788|FIL30_788_M2|FIL30.788.M2",95,25,70,85,45,40,40,25,15,FALSE,FALSE,64,23,41,0.359375,FALSE,"FIL30_788",TRUE,"FIL30_788_M2",NA,"Self"
"120","FIL30_79","FIL30_79_M2","FIL30_79_M2-3","FIL30_79|FIL30_79_M2|FIL30_79_M2-3",126,31,95,106,NA,106,69,69,NA,FALSE,FALSE,86,86,NA,1,TRUE,NA,FALSE,"FIL30_79_M2_3",36.0488832178795,"Cross"
"548","FIL30_790","FIL30_790_M2","FIL30.790.M2","FIL30_790|FIL30_790_M2|FIL30.790.M2",94,13,81,88,26,62,78,57,21,FALSE,FALSE,77,51,26,0.662337662337662,FALSE,"FIL30_790",TRUE,"FIL30_790_M2",NA,"Self"
"292","FIL30_791","FIL30_791_M2","FIL30.791.M2","FIL30_791|FIL30_791_M2|FIL30.791.M2",140,21,119,125,NA,125,80,80,NA,FALSE,FALSE,106,106,NA,1,TRUE,NA,FALSE,"FIL30_791_M2",73.0535155608696,"Cross"
"1851","FIL30_792","FIL30_792_M2","FIL30.792.M2","FIL30_792|FIL30_792_M2|FIL30.792.M2",112,33,79,94,21,73,76,55,21,FALSE,FALSE,69,52,17,0.753623188405797,FALSE,"FIL30_792",TRUE,"FIL30_792_M2",43.8885151777466,"Self"
"405","FIL30_793","FIL30_793_M2","FIL30.793.M2","FIL30_793|FIL30_793_M2|FIL30.793.M2",128,32,96,110,34,76,90,60,30,FALSE,FALSE,84,53,31,0.630952380952381,FALSE,"FIL30_793",TRUE,"FIL30_793_M2",55.8983322954902,"Self"
"2948","FIL30_794","FIL30_794_M2","FIL30.794.M2","FIL30_794|FIL30_794_M2|FIL30.794.M2",88,18,70,77,25,52,66,46,20,FALSE,FALSE,66,43,23,0.651515151515151,FALSE,"FIL30_794",TRUE,"FIL30_794_M2",51.1400122192085,"Self"
"1123","FIL30_795","FIL30_795_M2","FIL30.795.M2","FIL30_795|FIL30_795_M2|FIL30.795.M2",124,36,88,107,25,82,87,66,21,FALSE,FALSE,78,56,22,0.717948717948718,FALSE,"FIL30_795",TRUE,"FIL30_795_M2",50.1926818497322,"Self"
"246","FIL30_796","FIL30_796_M2","FIL30.796.M2","FIL30_796|FIL30_796_M2|FIL30.796.M2",104,21,83,93,19,74,82,63,19,FALSE,FALSE,77,60,17,0.779220779220779,FALSE,"FIL30_796",TRUE,"FIL30_796_M2",NA,"Self"
"881","FIL30_798","FIL30_798_M2","FIL30.798.M2","FIL30_798|FIL30_798_M2|FIL30.798.M2",133,34,99,114,22,92,103,82,21,FALSE,FALSE,87,70,17,0.804597701149425,FALSE,"FIL30_798",TRUE,"FIL30_798_M2",NA,"Self"
"787","FIL30_799","FIL30_799_M2","FIL30.799.M2","FIL30_799|FIL30_799_M2|FIL30.799.M2",131,43,88,114,32,82,90,64,26,FALSE,FALSE,81,51,30,0.62962962962963,FALSE,"FIL30_799",TRUE,"FIL30_799_M2",49.3252450370084,"Self"
"2256","FIL30_80","FIL30_80_M2","FIL30_80_M2-2","FIL30_80|FIL30_80_M2|FIL30_80_M2-2",65,13,52,60,22,38,20,18,2,FALSE,FALSE,51,31,20,0.607843137254902,FALSE,"FIL30_80",TRUE,"FIL30_80_M2_2",42.388825688322,"Self"
"99","FIL30_801","FIL30_801_M2","FIL30.801.M2","FIL30_801|FIL30_801_M2|FIL30.801.M2",114,27,87,108,37,71,98,62,36,FALSE,FALSE,86,53,33,0.616279069767442,FALSE,"FIL30_801",TRUE,"FIL30_801_M2",43.6593683695303,"Self"
"354","FIL30_802","FIL30_802_M2","FIL30.802.M2","FIL30_802|FIL30_802_M2|FIL30.802.M2",135,30,105,111,NA,111,69,69,NA,FALSE,FALSE,96,96,NA,1,TRUE,NA,FALSE,"FIL30_802_M2",NA,"Cross"
"2825","FIL30_803","FIL30_803_M2","FIL30.803.M2","FIL30_803|FIL30_803_M2|FIL30.803.M2",96,26,70,79,32,47,33,23,10,FALSE,FALSE,62,35,27,0.564516129032258,FALSE,"FIL30_803",TRUE,"FIL30_803_M2",43.7778411661889,"Self"
"865","FIL30_804","FIL30_804_M2","FIL30.804.M2","FIL30_804|FIL30_804_M2|FIL30.804.M2",97,7,90,96,43,53,94,51,43,FALSE,FALSE,90,47,43,0.522222222222222,FALSE,"FIL30_804",TRUE,"FIL30_804_M2",NA,"Self"
"1917","FIL30_805","FIL30_805_M2","FIL30.805.M2","FIL30_805|FIL30_805_M2|FIL30.805.M2",139,49,90,121,19,102,99,84,15,FALSE,FALSE,85,67,18,0.788235294117647,FALSE,"FIL30_805",TRUE,"FIL30_805_M2",52.4485332917601,"Self"
"109","FIL30_806","FIL30_806_M2","FIL30.806.M2","FIL30_806|FIL30_806_M2|FIL30.806.M2",105,45,60,93,20,73,74,57,17,FALSE,FALSE,55,37,18,0.672727272727273,FALSE,"FIL30_806",TRUE,"FIL30_806_M2",39.9164069447183,"Self"
"1465","FIL30_807","FIL30_807_M2","FIL30.807.M2","FIL30_807|FIL30_807_M2|FIL30.807.M2",81,7,74,74,27,47,68,43,25,FALSE,FALSE,69,42,27,0.608695652173913,FALSE,"FIL30_807",TRUE,"FIL30_807_M2",NA,"Self"
"1187","FIL30_809","FIL30_809_M2","FIL30.809.M2","FIL30_809|FIL30_809_M2|FIL30.809.M2",134,47,87,115,50,65,95,49,46,FALSE,FALSE,80,37,43,0.4625,FALSE,"FIL30_809",TRUE,"FIL30_809_M2",46.6859922832661,"Self"
"760","FIL30_81","FIL30_81_M2","FIL30_81_M2-2","FIL30_81|FIL30_81_M2|FIL30_81_M2-2",64,10,54,60,33,27,57,25,32,FALSE,FALSE,50,22,28,0.44,FALSE,"FIL30_81",TRUE,"FIL30_81_M2_2",30.576215399305,"Self"
"1734","FIL30_812","FIL30_812_M2","FIL30.812.M2","FIL30_812|FIL30_812_M2|FIL30.812.M2",106,28,78,96,32,64,86,55,31,FALSE,FALSE,72,42,30,0.583333333333333,FALSE,"FIL30_812",TRUE,"FIL30_812_M2",NA,"Self"
"4499","FIL30_813","FIL30_813_M2","FIL30.813.M2","FIL30_813|FIL30_813_M2|FIL30.813.M2",90,19,71,78,40,38,57,27,30,FALSE,FALSE,65,25,40,0.384615384615385,FALSE,"FIL30_813",TRUE,"FIL30_813_M2",49.3363344728087,"Self"
"852","FIL30_815","FIL30_815_M2","FIL30.815.M2","FIL30_815|FIL30_815_M2|FIL30.815.M2",166,66,100,142,23,119,117,97,20,FALSE,FALSE,94,74,20,0.787234042553192,FALSE,"FIL30_815",TRUE,"FIL30_815_M2",47.8315323074017,"Self"
"922","FIL30_816","FIL30_816_M2","FIL30.816.M2","FIL30_816|FIL30_816_M2|FIL30.816.M2",99,33,66,85,32,53,74,46,28,FALSE,FALSE,59,28,31,0.474576271186441,FALSE,"FIL30_816",TRUE,"FIL30_816_M2",49.2625659378261,"Self"
"886","FIL30_818","FIL30_818_M2","FIL30.818.M2","FIL30_818|FIL30_818_M2|FIL30.818.M2",114,25,89,95,24,71,81,57,24,FALSE,FALSE,80,58,22,0.725,FALSE,"FIL30_818",TRUE,"FIL30_818_M2",54.2235774652381,"Self"
"1378","FIL30_819","FIL30_819_M2","FIL30.819.M2","FIL30_819|FIL30_819_M2|FIL30.819.M2",95,17,78,85,14,71,74,60,14,FALSE,FALSE,74,61,13,0.824324324324324,FALSE,"FIL30_819",TRUE,"FIL30_819_M2",47.9574385136598,"Self"
"2257","FIL30_82","FIL30_82_M2","FIL30_82_M2-2","FIL30_82|FIL30_82_M2|FIL30_82_M2-2",66,6,60,65,20,45,30,24,6,FALSE,FALSE,60,40,20,0.666666666666667,FALSE,"FIL30_82",TRUE,"FIL30_82_M2_2",42.3303217238974,"Self"
"2138","FIL30_821","FIL30_821_M2","FIL30.821.M2","FIL30_821|FIL30_821_M2|FIL30.821.M2",112,47,65,91,24,67,68,44,24,FALSE,FALSE,60,36,24,0.6,FALSE,"FIL30_821",TRUE,"FIL30_821_M2",40.053095686849,"Self"
"655","FIL30_822","FIL30_822_M2","FIL30.822.M2","FIL30_822|FIL30_822_M2|FIL30.822.M2",104,38,66,87,17,70,68,54,14,FALSE,FALSE,62,47,15,0.758064516129032,FALSE,"FIL30_822",TRUE,"FIL30_822_M2",42.880644778901,"Self"
"615","FIL30_823","FIL30_823_M2","FIL30.823.M2","FIL30_823|FIL30_823_M2|FIL30.823.M2",107,23,84,100,38,62,88,55,33,FALSE,FALSE,82,46,36,0.560975609756098,FALSE,"FIL30_823",TRUE,"FIL30_823_M2",66.9539964706696,"Self"
