"","i","j","iSam","jSam","het_het","het_homo","homo_het","homo_homo","len_i","len_j","tot_i","tot_j","logicSum","totSum","totMean","totProp","crToIb","ibToCr","ibToIb","fs","iSam_mother","iSam_father","jSam_mother","jSam_father","minTest","""...""","mother","sample","origin","code","n_tot","n_delly","n_gatk","nr_n","nr_het","nr_homo","nr_uni","nr_uniHet","nr_uniHomo","motherDL","sampleDL","lfm_n","lfm_het","lfm_homo","lfm_hetProp","cp_logic","father","likelySelf","originMod","coverage","cp_status","""...""","mother","sample","origin","code","n_tot","n_delly","n_gatk","nr_n","nr_het","nr_homo","nr_uni","nr_uniHet","nr_uniHomo","motherDL","sampleDL","lfm_n","lfm_het","lfm_homo","lfm_hetProp","cp_logic","father","likelySelf","originMod","coverage","cp_status"
"FIL20_66_D_M240",43,41,"FIL20_66_D_M2","FIL20_66_B_M2",7,5,0,0,35,20,55,35,12,90,45,0.266666666666667,1.98571428571429,16.1727272727273,16.35,21.5818181818182,"FIL20_66",NA,"FIL20_66","FIL20_66",1.98571428571429,"...","FIL20_66","FIL20_66_D_M2","Fil20_66_D_M2_1","FIL20_66|FIL20_66_D_M2|Fil20_66_D_M2_1",64,9,55,57,NA,57,20,20,NA,TRUE,FALSE,51,51,NA,1,TRUE,NA,FALSE,"FIL20_66_D_M2_1",92.8383482262631,"Cross","...","FIL20_66","FIL20_66_B_M2","Fil20_66_B_M2_1","FIL20_66|FIL20_66_B_M2|Fil20_66_B_M2_1",42,10,32,37,11,26,14,14,NA,TRUE,FALSE,31,22,9,0.709677419354839,FALSE,"FIL20_66",TRUE,"FIL20_66_B_M2_1",84.9994716877209,"Self"
"FIL30_639_M2535",565,536,"FIL30_639_M2","FIL30_600_M2",23,6,0,0,70,36,130,88,29,218,109,0.26605504587156,6.48863636363636,31.2076923076923,40.2912844036697,37.1611888111888,"FIL30_639",NA,"FIL30_600","FIL30_600",6.48863636363636,"...","FIL30_639","FIL30_639_M2","FIL30.639.M2","FIL30_639|FIL30_639_M2|FIL30.639.M2",161,69,92,131,NA,131,47,47,NA,FALSE,FALSE,88,88,NA,1,TRUE,NA,FALSE,"FIL30_639_M2",48.2926955851082,"Cross","...","FIL30_600","FIL30_600_M2","FIL30.600.M2","FIL30_600|FIL30_600_M2|FIL30.600.M2",96,20,76,90,12,78,51,46,5,FALSE,FALSE,75,64,11,0.853333333333333,FALSE,"FIL30_600",TRUE,"FIL30_600_M2",53.5060235264105,"Self"
"FIL20_20_A_M242",25,43,"FIL20_20_A_M2","FIL20_66_D_M2",16,0,0,0,41,35,66,55,16,121,60.5,0.264462809917355,9.46363636363636,12.6363636363636,26.0692148760331,13.5666666666667,"FIL20_20",NA,"FIL20_66",NA,9.46363636363636,"...","FIL20_20","FIL20_20_A_M2","Fil20_20_A_M2_1","FIL20_20|FIL20_20_A_M2|Fil20_20_A_M2_1",76,4,72,67,NA,67,25,25,NA,TRUE,FALSE,64,64,NA,1,TRUE,NA,FALSE,"FIL20_20_A_M2_1",71.0978573974045,"Cross","...","FIL20_66","FIL20_66_D_M2","Fil20_66_D_M2_1","FIL20_66|FIL20_66_D_M2|Fil20_66_D_M2_1",64,9,55,57,NA,57,20,20,NA,TRUE,FALSE,51,51,NA,1,TRUE,NA,FALSE,"FIL20_66_D_M2_1",92.8383482262631,"Cross"
"FIL20_66_D_M224",43,25,"FIL20_66_D_M2","FIL20_20_A_M2",16,0,0,0,35,41,55,66,16,121,60.5,0.264462809917355,12.6363636363636,9.46363636363636,26.0692148760331,13.5666666666667,"FIL20_66",NA,"FIL20_20",NA,9.46363636363636,"...","FIL20_66","FIL20_66_D_M2","Fil20_66_D_M2_1","FIL20_66|FIL20_66_D_M2|Fil20_66_D_M2_1",64,9,55,57,NA,57,20,20,NA,TRUE,FALSE,51,51,NA,1,TRUE,NA,FALSE,"FIL20_66_D_M2_1",92.8383482262631,"Cross","...","FIL20_20","FIL20_20_A_M2","Fil20_20_A_M2_1","FIL20_20|FIL20_20_A_M2|Fil20_20_A_M2_1",76,4,72,67,NA,67,25,25,NA,TRUE,FALSE,64,64,NA,1,TRUE,NA,FALSE,"FIL20_20_A_M2_1",71.0978573974045,"Cross"
"FIL30_552_M2473",482,474,"FIL30_552_M2","FIL30_543_M2",15,5,1,0,23,25,84,78,21,162,81,0.259259259259259,9.57692307692308,18.1071428571429,29.0092592592593,32.1263736263736,"FIL30_552",NA,"FIL30_543","FIL30_543",9.57692307692308,"...","FIL30_552","FIL30_552_M2","FIL30.552.M2","FIL30_552|FIL30_552_M2|FIL30.552.M2",97,25,72,86,2,84,55,55,NA,FALSE,FALSE,69,68,1,0.985507246376812,FALSE,NA,FALSE,"FIL30_552_M2",50.7395866060672,"Ambiguous","...","FIL30_543","FIL30_543_M2","FIL30.543.M2","FIL30_543|FIL30_543_M2|FIL30.543.M2",97,18,79,78,14,64,43,36,7,FALSE,FALSE,66,53,13,0.803030303030303,FALSE,"FIL30_543",TRUE,"FIL30_543_M2",61.8506446367927,"Self"
"FIL30_368_M2208",310,209,"FIL30_368_M2","FIL30_269_M2",8,17,0,0,32,28,125,68,25,193,96.5,0.259067357512953,12.3235294117647,48.036,42.3335492227979,67.4063529411765,"FIL30_368",NA,"FIL30_269","FIL30_269",12.3235294117647,"...","FIL30_368","FIL30_368_M2","FIL30.368.M2","FIL30_368|FIL30_368_M2|FIL30.368.M2",143,43,100,125,NA,125,85,85,NA,FALSE,FALSE,93,93,NA,1,TRUE,NA,FALSE,"FIL30_368_M2",53.0034376853106,"Cross","...","FIL30_269","FIL30_269_M2","FIL30_269_M2-4","FIL30_269|FIL30_269_M2|FIL30_269_M2-4",76,7,69,69,33,36,39,23,16,FALSE,FALSE,63,31,32,0.492063492063492,FALSE,"FIL30_269",TRUE,"FIL30_269_M2_4",31.4989348103978,"Self"
"FIL20_128_I_M28",12,9,"FIL20_128_I_M2","FIL20_128_C_M2",14,4,0,0,20,39,76,65,18,141,70.5,0.25531914893617,7.02307692307692,17.7368421052632,26.5771276595745,25.6886639676113,"FIL20_128",NA,"FIL20_128","FIL20_128",7.02307692307692,"...","FIL20_128","FIL20_128_I_M2","Fil20_128_I_M2_1","FIL20_128|FIL20_128_I_M2|Fil20_128_I_M2_1",86,16,70,77,NA,77,52,52,NA,TRUE,FALSE,66,66,NA,1,TRUE,NA,FALSE,"FIL20_128_I_M2_1",52.6195627442995,"Cross","...","FIL20_128","FIL20_128_C_M2","Fil20_128_C_M2_1","FIL20_128|FIL20_128_C_M2|Fil20_128_C_M2_1",73,10,63,67,8,59,25,25,NA,TRUE,FALSE,59,52,7,0.88135593220339,FALSE,"FIL20_128",TRUE,"FIL20_128_C_M2_1",48.3830884518619,"Self"
"FIL30_168_M2118",118,119,"FIL30_168_M2","FIL30_169_M2",27,0,0,0,55,27,96,118,27,214,107,0.252336448598131,23.5338983050847,16.78125,46.6892523364486,26.5434322033898,"FIL30_168",NA,"FIL30_169",NA,16.78125,"...","FIL30_168","FIL30_168_M2","FIL30_168_M2-3","FIL30_168|FIL30_168_M2|FIL30_168_M2-3",113,11,102,97,1,96,35,35,NA,FALSE,FALSE,91,90,1,0.989010989010989,FALSE,NA,FALSE,"FIL30_168_M2_3",43.7303643910961,"Ambiguous","...","FIL30_169","FIL30_169_M2","FIL30_169_M2-3","FIL30_169|FIL30_169_M2|FIL30_169_M2-3",134,25,109,119,NA,119,85,85,NA,FALSE,FALSE,102,102,NA,1,TRUE,NA,FALSE,"FIL30_169_M2_3",35.1864450938179,"Cross"
"FIL30_169_M2117",119,118,"FIL30_169_M2","FIL30_168_M2",27,0,0,0,27,55,118,96,27,214,107,0.252336448598131,16.78125,23.5338983050847,46.6892523364486,26.5434322033898,"FIL30_169",NA,"FIL30_168",NA,16.78125,"...","FIL30_169","FIL30_169_M2","FIL30_169_M2-3","FIL30_169|FIL30_169_M2|FIL30_169_M2-3",134,25,109,119,NA,119,85,85,NA,FALSE,FALSE,102,102,NA,1,TRUE,NA,FALSE,"FIL30_169_M2_3",35.1864450938179,"Cross","...","FIL30_168","FIL30_168_M2","FIL30_168_M2-3","FIL30_168|FIL30_168_M2|FIL30_168_M2-3",113,11,102,97,1,96,35,35,NA,FALSE,FALSE,91,90,1,0.989010989010989,FALSE,NA,FALSE,"FIL30_168_M2_3",43.7303643910961,"Ambiguous"
"FIL30_125_M240",78,41,"FIL30_125_M2","FIL20_66_B_M2",3,11,0,0,18,20,76,35,14,111,55.5,0.252252252252252,11.0142857142857,32.3552631578947,27.1925675675676,44.2511278195489,"FIL30_125",NA,"FIL20_66","FIL20_66",11.0142857142857,"...","FIL30_125","FIL30_125_M2","FIL30_125_M2-3","FIL30_125|FIL30_125_M2|FIL30_125_M2-3",86,10,76,77,NA,77,53,53,NA,FALSE,FALSE,69,69,NA,1,TRUE,NA,FALSE,"FIL30_125_M2_3",46.2265598580347,"Cross","...","FIL20_66","FIL20_66_B_M2","Fil20_66_B_M2_1","FIL20_66|FIL20_66_B_M2|Fil20_66_B_M2_1",42,10,32,37,11,26,14,14,NA,TRUE,FALSE,31,22,9,0.709677419354839,FALSE,"FIL20_66",TRUE,"FIL20_66_B_M2_1",84.9994716877209,"Self"
"FIL30_56_F_M245",493,46,"FIL30_56_F_M2","FIL20_97_A_M2",13,1,0,0,57,30,74,37,14,111,55.5,0.252252252252252,4.36486486486486,17.8513513513514,22.8682432432432,17.2027027027027,"FIL30_56",NA,"FIL20_97","FIL20_97",4.36486486486486,"...","FIL30_56","FIL30_56_F_M2","Fil30_56_F_M2_1","FIL30_56|FIL30_56_F_M2|Fil30_56_F_M2_1",85,15,70,75,NA,75,17,17,NA,TRUE,FALSE,67,67,NA,1,TRUE,NA,FALSE,"FIL30_56_F_M2_1",64.2766273300636,"Cross","...","FIL20_97","FIL20_97_A_M2","Fil20_97_A_M2_1","FIL20_97|FIL20_97_A_M2|Fil20_97_A_M2_1",46,13,33,38,5,33,7,7,NA,TRUE,FALSE,32,27,5,0.84375,FALSE,"FIL20_97",TRUE,"FIL20_97_A_M2_1",69.7598781168918,"Self"
"FIL30_209_M2153",155,154,"FIL30_209_M2","FIL30_207_M2",12,4,0,0,36,39,67,62,16,129,64.5,0.248062015503876,7.51612903225807,15.9477611940298,24.5610465116279,25.4436687530091,"FIL30_209",NA,"FIL30_207","FIL30_207",7.51612903225807,"...","FIL30_209","FIL30_209_M2","FIL30_209_M2-3","FIL30_209|FIL30_209_M2|FIL30_209_M2-3",73,10,63,69,NA,69,30,30,NA,FALSE,FALSE,59,59,NA,1,TRUE,NA,FALSE,"FIL30_209_M2_3",39.6490383851699,"Cross","...","FIL30_207","FIL30_207_M2","FIL30_207_M2-3","FIL30_207|FIL30_207_M2|FIL30_207_M2-3",67,9,58,63,13,50,23,19,4,FALSE,FALSE,54,41,13,0.759259259259259,FALSE,"FIL30_207",TRUE,"FIL30_207_M2_3",41.2535948481051,"Self"
"FIL20_161_G_M290",17,91,"FIL20_161_G_M2","FIL30_14_M2",2,20,0,0,36,23,93,85,22,178,89,0.247191011235955,26.8764705882353,42.6290322580645,49.8511235955056,81.1801391524352,"FIL20_161",NA,"FIL30_14","FIL30_14",26.8764705882353,"...","FIL20_161","FIL20_161_G_M2","Fil20_161_G_M2_1","FIL20_161|FIL20_161_G_M2|Fil20_161_G_M2_1",104,17,87,95,NA,95,56,56,NA,TRUE,FALSE,83,83,NA,1,TRUE,NA,FALSE,"FIL20_161_G_M2_1",45.0053428097403,"Cross","...","FIL30_14","FIL30_14_M2","FIL30_14_M2-2","FIL30_14|FIL30_14_M2|FIL30_14_M2-2",90,9,81,86,53,33,60,29,31,FALSE,FALSE,79,30,49,0.379746835443038,FALSE,"FIL30_14",TRUE,"FIL30_14_M2_2",61.1674654725273,"Self"
"FIL20_97_F_M2492",50,493,"FIL20_97_F_M2","FIL30_56_F_M2",8,0,6,0,27,57,42,74,14,116,58,0.241379310344828,23.5945945945946,2.71428571428571,22.5344827586207,30.7773487773488,"FIL20_97",NA,"FIL30_56",NA,2.71428571428571,"...","FIL20_97","FIL20_97_F_M2","Fil20_97_F_M2_1","FIL20_97|FIL20_97_F_M2|Fil20_97_F_M2_1",52,17,35,43,6,37,14,14,NA,TRUE,FALSE,34,31,3,0.911764705882353,FALSE,NA,FALSE,"FIL20_97_F_M2_1",39.6351090534377,"Ambiguous","...","FIL30_56","FIL30_56_F_M2","Fil30_56_F_M2_1","FIL30_56|FIL30_56_F_M2|Fil30_56_F_M2_1",85,15,70,75,NA,75,17,17,NA,TRUE,FALSE,67,67,NA,1,TRUE,NA,FALSE,"FIL30_56_F_M2_1",64.2766273300636,"Cross"
"FIL30_56_F_M249",493,50,"FIL30_56_F_M2","FIL20_97_F_M2",8,6,0,0,57,27,74,42,14,116,58,0.241379310344828,2.71428571428571,23.5945945945946,22.5344827586207,30.7773487773488,"FIL30_56",NA,"FIL20_97",NA,2.71428571428571,"...","FIL30_56","FIL30_56_F_M2","Fil30_56_F_M2_1","FIL30_56|FIL30_56_F_M2|Fil30_56_F_M2_1",85,15,70,75,NA,75,17,17,NA,TRUE,FALSE,67,67,NA,1,TRUE,NA,FALSE,"FIL30_56_F_M2_1",64.2766273300636,"Cross","...","FIL20_97","FIL20_97_F_M2","Fil20_97_F_M2_1","FIL20_97|FIL20_97_F_M2|Fil20_97_F_M2_1",52,17,35,43,6,37,14,14,NA,TRUE,FALSE,34,31,3,0.911764705882353,FALSE,NA,FALSE,"FIL20_97_F_M2_1",39.6351090534377,"Ambiguous"
"FIL30_415_M2158",353,159,"FIL30_415_M2","FIL30_213_M2",17,5,0,1,31,28,121,72,23,193,96.5,0.238341968911917,6.125,33.6652892561983,37.0382124352332,41.30463728191,"FIL30_415",NA,"FIL30_213","FIL30_213",6.125,"...","FIL30_415","FIL30_415_M2","FIL30.415.M2","FIL30_415|FIL30_415_M2|FIL30.415.M2",133,43,90,122,1,121,83,83,NA,FALSE,FALSE,89,88,1,0.98876404494382,FALSE,NA,FALSE,"FIL30_415_M2",46.2305856383824,"Ambiguous","...","FIL30_213","FIL30_213_M2","FIL30_213_M2-3","FIL30_213|FIL30_213_M2|FIL30_213_M2-3",79,8,71,73,21,52,40,30,10,FALSE,FALSE,68,50,18,0.735294117647059,FALSE,"FIL30_213",TRUE,"FIL30_213_M2_3",39.0622571195019,"Self"
"FIL30_56_F_M248",493,49,"FIL30_56_F_M2","FIL20_97_D_M2",12,2,0,0,57,30,74,44,14,118,59,0.23728813559322,4.36363636363636,18.8378378378378,23.978813559322,21.4373464373464,"FIL30_56",NA,"FIL20_97","FIL20_97",4.36363636363636,"...","FIL30_56","FIL30_56_F_M2","Fil30_56_F_M2_1","FIL30_56|FIL30_56_F_M2|Fil30_56_F_M2_1",85,15,70,75,NA,75,17,17,NA,TRUE,FALSE,67,67,NA,1,TRUE,NA,FALSE,"FIL30_56_F_M2_1",64.2766273300636,"Cross","...","FIL20_97","FIL20_97_D_M2","Fil20_97_D_M2_1","FIL20_97|FIL20_97_D_M2|Fil20_97_D_M2_1",51,13,38,45,5,40,14,14,NA,TRUE,FALSE,38,33,5,0.868421052631579,FALSE,"FIL20_97",TRUE,"FIL20_97_D_M2_1",42.2971916099541,"Self"
"FIL20_128_D_M2135",10,136,"FIL20_128_D_M2","FIL30_188_M2",15,0,4,0,52,37,71,92,19,163,81.5,0.233128834355828,23.3369565217391,8.35915492957747,32.5851226993865,32.7293325168402,"FIL20_128",NA,"FIL30_188",NA,8.35915492957747,"...","FIL20_128","FIL20_128_D_M2","Fil20_128_D_M2_1","FIL20_128|FIL20_128_D_M2|Fil20_128_D_M2_1",80,17,63,72,4,68,18,18,NA,TRUE,FALSE,57,53,4,0.929824561403509,FALSE,NA,FALSE,"FIL20_128_D_M2_1",77.0016670828544,"Ambiguous","...","FIL30_188","FIL30_188_M2","FIL30_188_M2-3","FIL30_188|FIL30_188_M2|FIL30_188_M2-3",100,23,77,93,NA,93,51,51,NA,FALSE,FALSE,75,75,NA,1,TRUE,NA,FALSE,"FIL30_188_M2_3",50.6734185549113,"Cross"
"FIL30_188_M29",136,10,"FIL30_188_M2","FIL20_128_D_M2",15,4,0,0,37,52,92,71,19,163,81.5,0.233128834355828,8.35915492957747,23.3369565217391,32.5851226993865,32.7293325168402,"FIL30_188",NA,"FIL20_128",NA,8.35915492957747,"...","FIL30_188","FIL30_188_M2","FIL30_188_M2-3","FIL30_188|FIL30_188_M2|FIL30_188_M2-3",100,23,77,93,NA,93,51,51,NA,FALSE,FALSE,75,75,NA,1,TRUE,NA,FALSE,"FIL30_188_M2_3",50.6734185549113,"Cross","...","FIL20_128","FIL20_128_D_M2","Fil20_128_D_M2_1","FIL20_128|FIL20_128_D_M2|Fil20_128_D_M2_1",80,17,63,72,4,68,18,18,NA,TRUE,FALSE,57,53,4,0.929824561403509,FALSE,NA,FALSE,"FIL20_128_D_M2_1",77.0016670828544,"Ambiguous"
"FIL30_640_M2483",566,484,"FIL30_640_M2","FIL30_554_M2",8,14,0,0,25,25,108,83,22,191,95.5,0.230366492146597,13.9819277108434,39.7777777777778,41.9496073298429,66.227353859884,"FIL30_640",NA,"FIL30_554","FIL30_554",13.9819277108434,"...","FIL30_640","FIL30_640_M2","FIL30.640.M2","FIL30_640|FIL30_640_M2|FIL30.640.M2",124,15,109,109,NA,109,70,70,NA,FALSE,FALSE,100,100,NA,1,TRUE,NA,FALSE,"FIL30_640_M2",49.1902766323929,"Cross","...","FIL30_554","FIL30_554_M2","FIL30.554.M2","FIL30_554|FIL30_554_M2|FIL30.554.M2",94,14,80,83,40,43,51,25,26,FALSE,FALSE,73,34,39,0.465753424657534,FALSE,"FIL30_554",TRUE,"FIL30_554_M2",59.5390537856842,"Self"
"FIL20_161_C_M218",13,19,"FIL20_161_C_M2","FIL20_161_I_M2",5,1,2,0,17,21,38,33,8,71,35.5,0.225352112676056,6.95454545454546,7.60526315789474,13.5827464788732,18.3309409888357,"FIL20_161",NA,"FIL20_161","FIL20_161",6.95454545454546,"...","FIL20_161","FIL20_161_C_M2","Fil20_161_C_M2_1","FIL20_161|FIL20_161_C_M2|Fil20_161_C_M2_1",43,8,35,39,5,34,20,20,NA,TRUE,FALSE,33,31,2,0.939393939393939,FALSE,NA,FALSE,"FIL20_161_C_M2_1",45.3407512424041,"Ambiguous","...","FIL20_161","FIL20_161_I_M2","Fil20_161_I_M2_1","FIL20_161|FIL20_161_I_M2|Fil20_161_I_M2_1",35,2,33,34,6,28,12,12,NA,TRUE,FALSE,32,26,6,0.8125,FALSE,"FIL20_161",TRUE,"FIL20_161_I_M2_1",51.1738566504567,"Self"
"FIL30_85_G_M2733",737,734,"FIL30_85_G_M2","FIL30_85_C_M2",2,7,0,0,27,27,46,36,9,82,41,0.219512195121951,8.5,19.2608695652174,20.2134146341463,33.3961352657005,"FIL30_85",NA,"FIL30_85","FIL30_85",8.5,"...","FIL30_85","FIL30_85_G_M2","Fil30_85_G_M2_1","FIL30_85|FIL30_85_G_M2|Fil30_85_G_M2_1",48,3,45,47,NA,47,18,18,NA,TRUE,FALSE,44,44,NA,1,TRUE,NA,FALSE,"FIL30_85_G_M2_1",52.3421349430027,"Cross","...","FIL30_85","FIL30_85_C_M2","Fil30_85_C_M2_1","FIL30_85|FIL30_85_C_M2|Fil30_85_C_M2_1",47,13,34,38,13,25,8,8,NA,TRUE,FALSE,32,22,10,0.6875,FALSE,"FIL30_85",TRUE,"FIL30_85_C_M2_1",59.1921283504532,"Self"
"FIL30_237_M234",180,35,"FIL30_237_M2","FIL20_25_J_M2",13,1,0,0,52,31,81,47,14,128,64,0.21875,6.41489361702128,20.7592592592593,28.015625,23.364328867875,"FIL30_237",NA,"FIL20_25","FIL20_25",6.41489361702128,"...","FIL30_237","FIL30_237_M2","FIL30_237_M2-4","FIL30_237|FIL30_237_M2|FIL30_237_M2-4",98,14,84,82,NA,82,24,24,NA,FALSE,FALSE,72,72,NA,1,TRUE,NA,FALSE,"FIL30_237_M2_4",34.7985077292588,"Cross","...","FIL20_25","FIL20_25_J_M2","Fil20_25_J_M2_1","FIL20_25|FIL20_25_J_M2|Fil20_25_J_M2_1",55,4,51,48,5,43,15,14,1,TRUE,FALSE,44,39,5,0.886363636363636,FALSE,"FIL20_25",TRUE,"FIL20_25_J_M2_1",75.0908713374202,"Self"
"FIL30_237_M232",180,33,"FIL30_237_M2","FIL20_25_H_M2",14,1,0,0,52,30,81,57,15,138,69,0.217391304347826,8.92105263157895,19.7592592592593,30.3586956521739,24.7166991552956,"FIL30_237",NA,"FIL20_25","FIL20_25",8.92105263157895,"...","FIL30_237","FIL30_237_M2","FIL30_237_M2-4","FIL30_237|FIL30_237_M2|FIL30_237_M2-4",98,14,84,82,NA,82,24,24,NA,FALSE,FALSE,72,72,NA,1,TRUE,NA,FALSE,"FIL30_237_M2_4",34.7985077292588,"Cross","...","FIL20_25","FIL20_25_H_M2","Fil20_25_H_M2_1","FIL20_25|FIL20_25_H_M2|Fil20_25_H_M2_1",68,8,60,59,7,52,26,26,NA,TRUE,FALSE,53,46,7,0.867924528301887,FALSE,"FIL20_25",TRUE,"FIL20_25_H_M2_1",46.7178870795211,"Self"
"FIL30_273_M2293",213,294,"FIL30_273_M2","FIL30_353_M2",18,0,0,0,20,22,76,90,18,166,83,0.216867469879518,19.8,14.7894736842105,37.960843373494,26.7263157894737,"FIL30_273",NA,"FIL30_353",NA,14.7894736842105,"...","FIL30_273","FIL30_273_M2","FIL30_273_M2-4","FIL30_273|FIL30_273_M2|FIL30_273_M2-4",79,16,63,77,NA,77,54,54,NA,FALSE,FALSE,63,63,NA,1,TRUE,NA,FALSE,"FIL30_273_M2_4",33.2636783631128,"Cross","...","FIL30_353","FIL30_353_M2","FIL30.353.M2","FIL30_353|FIL30_353_M2|FIL30.353.M2",100,30,70,90,NA,90,62,62,NA,FALSE,FALSE,67,67,NA,1,TRUE,NA,FALSE,"FIL30_353_M2",68.7018223373196,"Cross"
"FIL30_353_M2212",294,213,"FIL30_353_M2","FIL30_273_M2",18,0,0,0,22,20,90,76,18,166,83,0.216867469879518,14.7894736842105,19.8,37.960843373494,26.7263157894737,"FIL30_353",NA,"FIL30_273",NA,14.7894736842105,"...","FIL30_353","FIL30_353_M2","FIL30.353.M2","FIL30_353|FIL30_353_M2|FIL30.353.M2",100,30,70,90,NA,90,62,62,NA,FALSE,FALSE,67,67,NA,1,TRUE,NA,FALSE,"FIL30_353_M2",68.7018223373196,"Cross","...","FIL30_273","FIL30_273_M2","FIL30_273_M2-4","FIL30_273|FIL30_273_M2|FIL30_273_M2-4",79,16,63,77,NA,77,54,54,NA,FALSE,FALSE,63,63,NA,1,TRUE,NA,FALSE,"FIL30_273_M2_4",33.2636783631128,"Cross"
"FIL30_85_G_M2734",737,735,"FIL30_85_G_M2","FIL30_85_D_M2",6,3,0,0,27,29,46,37,9,83,41.5,0.216867469879518,4.87837837837838,13.3478260869565,17.0286144578313,21.0111633372503,"FIL30_85",NA,"FIL30_85","FIL30_85",4.87837837837838,"...","FIL30_85","FIL30_85_G_M2","Fil30_85_G_M2_1","FIL30_85|FIL30_85_G_M2|Fil30_85_G_M2_1",48,3,45,47,NA,47,18,18,NA,TRUE,FALSE,44,44,NA,1,TRUE,NA,FALSE,"FIL30_85_G_M2_1",52.3421349430027,"Cross","...","FIL30_85","FIL30_85_D_M2","Fil30_85_D_M2_1","FIL30_85|FIL30_85_D_M2|Fil30_85_D_M2_1",49,12,37,39,8,31,7,6,1,TRUE,FALSE,34,26,8,0.764705882352941,FALSE,"FIL30_85",TRUE,"FIL30_85_D_M2_1",55.7777370937757,"Self"
"FIL30_538_M2437",469,438,"FIL30_538_M2","FIL30_502_M2",17,4,0,0,25,23,116,80,21,196,98,0.214285714285714,10.0375,31.4741379310345,41.3265306122449,42.2077586206897,"FIL30_538",NA,"FIL30_502","FIL30_502",10.0375,"...","FIL30_538","FIL30_538_M2","FIL30.538.M2","FIL30_538|FIL30_538_M2|FIL30.538.M2",130,30,100,116,NA,116,80,80,NA,FALSE,FALSE,95,95,NA,1,TRUE,NA,FALSE,"FIL30_538_M2",47.0735513911889,"Cross","...","FIL30_502","FIL30_502_M2","FIL30.502.M2","FIL30_502|FIL30_502_M2|FIL30.502.M2",96,21,75,83,14,69,51,44,7,FALSE,FALSE,70,60,10,0.857142857142857,FALSE,"FIL30_502",TRUE,"FIL30_502_M2",53.1912312695336,"Self"
"FIL30_85_F_M2736",736,737,"FIL30_85_F_M2","FIL30_85_G_M2",9,0,0,0,28,27,38,46,9,84,42,0.214285714285714,10.2826086956522,7.39473684210526,19.2857142857143,13.7848970251716,"FIL30_85",NA,"FIL30_85",NA,7.39473684210526,"...","FIL30_85","FIL30_85_F_M2","Fil30_85_F_M2_1","FIL30_85|FIL30_85_F_M2|Fil30_85_F_M2_1",46,9,37,39,NA,39,9,9,NA,TRUE,FALSE,34,34,NA,1,TRUE,NA,FALSE,"FIL30_85_F_M2_1",55.6903153635591,"Cross","...","FIL30_85","FIL30_85_G_M2","Fil30_85_G_M2_1","FIL30_85|FIL30_85_G_M2|Fil30_85_G_M2_1",48,3,45,47,NA,47,18,18,NA,TRUE,FALSE,44,44,NA,1,TRUE,NA,FALSE,"FIL30_85_G_M2_1",52.3421349430027,"Cross"
"FIL30_85_G_M2735",737,736,"FIL30_85_G_M2","FIL30_85_F_M2",9,0,0,0,27,28,46,38,9,84,42,0.214285714285714,7.39473684210526,10.2826086956522,19.2857142857143,13.7848970251716,"FIL30_85",NA,"FIL30_85",NA,7.39473684210526,"...","FIL30_85","FIL30_85_G_M2","Fil30_85_G_M2_1","FIL30_85|FIL30_85_G_M2|Fil30_85_G_M2_1",48,3,45,47,NA,47,18,18,NA,TRUE,FALSE,44,44,NA,1,TRUE,NA,FALSE,"FIL30_85_G_M2_1",52.3421349430027,"Cross","...","FIL30_85","FIL30_85_F_M2","Fil30_85_F_M2_1","FIL30_85|FIL30_85_F_M2|Fil30_85_F_M2_1",46,9,37,39,NA,39,9,9,NA,TRUE,FALSE,34,34,NA,1,TRUE,NA,FALSE,"FIL30_85_F_M2_1",55.6903153635591,"Cross"
"FIL30_283_M227",223,28,"FIL30_283_M2","FIL20_20_J_M2",12,5,0,0,30,33,111,49,17,160,80,0.2125,2.37755102040816,35.3918918918919,33.275,40.4721456150028,"FIL30_283",NA,"FIL20_20","FIL20_20",2.37755102040816,"...","FIL30_283","FIL30_283_M2","FIL30.283.M2","FIL30_283|FIL30_283_M2|FIL30.283.M2",136,45,91,111,NA,111,70,70,NA,FALSE,FALSE,82,82,NA,1,TRUE,NA,FALSE,"FIL30_283_M2",69.674429867341,"Cross","...","FIL20_20","FIL20_20_J_M2","Fil20_20_J_M2_1","FIL20_20|FIL20_20_J_M2|Fil20_20_J_M2_1",64,7,57,51,8,43,14,13,1,TRUE,FALSE,47,39,8,0.829787234042553,FALSE,"FIL20_20",TRUE,"FIL20_20_J_M2_1",55.4387340490115,"Self"
"FIL30_56_F_M2495",493,496,"FIL30_56_F_M2","FIL30_56_I_M2",18,0,0,0,57,60,74,96,18,170,85,0.211764705882353,22.125,14.1351351351351,39.1852941176471,28.5067567567568,"FIL30_56",NA,"FIL30_56",NA,14.1351351351351,"...","FIL30_56","FIL30_56_F_M2","Fil30_56_F_M2_1","FIL30_56|FIL30_56_F_M2|Fil30_56_F_M2_1",85,15,70,75,NA,75,17,17,NA,TRUE,FALSE,67,67,NA,1,TRUE,NA,FALSE,"FIL30_56_F_M2_1",64.2766273300636,"Cross","...","FIL30_56","FIL30_56_I_M2","Fil30_56_I_M2_1","FIL30_56|FIL30_56_I_M2|Fil30_56_I_M2_1",100,10,90,97,NA,97,36,36,NA,TRUE,FALSE,87,87,NA,1,TRUE,NA,FALSE,"FIL30_56_I_M2_1",49.3066239956887,"Cross"
